county,state.abbr,FIPS,prescribing.rate,year,rur.mic.metro,rural.metro,state,region,prescribe.level
Bleckley,GA,13023,128.9,2006,Micropolitan,Rural,Georgia,South,High
Brooks,GA,13027,75.7,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Bryan,GA,13029,55.4,2006,Metropolitan,Metropolitan,Georgia,South,Low
Bulloch,GA,13031,78,2006,Micropolitan,Rural,Georgia,South,Medium
Burke,GA,13033,72,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Butts,GA,13035,85.6,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Camden,GA,13039,87,2006,Micropolitan,Rural,Georgia,South,Medium
Candler,GA,13043,130,2006,Micropolitan,Rural,Georgia,South,High
Carroll,GA,13045,120,2006,Metropolitan,Metropolitan,Georgia,South,High
Catoosa,GA,13047,138.3,2006,Metropolitan,Metropolitan,Georgia,South,High
Charlton,GA,13049,91.7,2006,Micropolitan,Rural,Georgia,South,Medium
Chatham,GA,13051,97.5,2006,Metropolitan,Metropolitan,Georgia,South,High
Chattooga,GA,13055,103.4,2006,Micropolitan,Rural,Georgia,South,High
Cherokee,GA,13057,75.5,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Clarke,GA,13059,113.4,2006,Metropolitan,Metropolitan,Georgia,South,High
Clay,GA,13061,108.6,2006,Rural,Rural,Georgia,South,High
Clayton,GA,13063,52.1,2006,Metropolitan,Metropolitan,Georgia,South,Low
Clinch,GA,13065,114.7,2006,Micropolitan,Rural,Georgia,South,High
Cobb,GA,13067,74.9,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Coffee,GA,13069,145.7,2006,Micropolitan,Rural,Georgia,South,High
Colquitt,GA,13071,72.5,2006,Micropolitan,Rural,Georgia,South,Medium
Columbia,GA,13073,91.3,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Cook,GA,13075,84.3,2006,Micropolitan,Rural,Georgia,South,Medium
Coweta,GA,13077,83.8,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Crisp,GA,13081,165.2,2006,Micropolitan,Rural,Georgia,South,High
Dade,GA,13083,64.7,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Dawson,GA,13085,138.6,2006,Metropolitan,Metropolitan,Georgia,South,High
Decatur,GA,13087,104.9,2006,Micropolitan,Rural,Georgia,South,High
DeKalb,GA,13089,45.7,2006,Metropolitan,Metropolitan,Georgia,South,Low
Dodge,GA,13091,105.9,2006,Micropolitan,Rural,Georgia,South,High
Dougherty,GA,13095,116.8,2006,Metropolitan,Metropolitan,Georgia,South,High
Douglas,GA,13097,103.3,2006,Metropolitan,Metropolitan,Georgia,South,High
Early,GA,13099,104.8,2006,Micropolitan,Rural,Georgia,South,High
Effingham,GA,13103,62.7,2006,Metropolitan,Metropolitan,Georgia,South,Low
Elbert,GA,13105,133.2,2006,Micropolitan,Rural,Georgia,South,High
Emanuel,GA,13107,112.4,2006,Micropolitan,Rural,Georgia,South,High
Evans,GA,13109,143.4,2006,Micropolitan,Rural,Georgia,South,High
Fannin,GA,13111,94.8,2006,Rural,Rural,Georgia,South,Medium
Fayette,GA,13113,80.4,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Floyd,GA,13115,146.5,2006,Metropolitan,Metropolitan,Georgia,South,High
Forsyth,GA,13117,54.9,2006,Metropolitan,Metropolitan,Georgia,South,Low
Franklin,GA,13119,193.5,2006,Rural,Rural,Georgia,South,High
Fulton,GA,13121,54,2006,Metropolitan,Metropolitan,Georgia,South,Low
Gilmer,GA,13123,104.9,2006,Micropolitan,Rural,Georgia,South,High
Glynn,GA,13127,129.1,2006,Metropolitan,Metropolitan,Georgia,South,High
Gordon,GA,13129,119.3,2006,Micropolitan,Rural,Georgia,South,High
Grady,GA,13131,59.8,2006,Micropolitan,Rural,Georgia,South,Low
Greene,GA,13133,101.8,2006,Micropolitan,Rural,Georgia,South,High
Gwinnett,GA,13135,58,2006,Metropolitan,Metropolitan,Georgia,South,Low
Habersham,GA,13137,121.2,2006,Micropolitan,Rural,Georgia,South,High
Hall,GA,13139,100.4,2006,Metropolitan,Metropolitan,Georgia,South,High
Haralson,GA,13143,144.6,2006,Metropolitan,Metropolitan,Georgia,South,High
Harris,GA,13145,6.4,2006,Metropolitan,Metropolitan,Georgia,South,Low
Hart,GA,13147,72.9,2006,Micropolitan,Rural,Georgia,South,Medium
Henry,GA,13151,79.3,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Houston,GA,13153,112.6,2006,Metropolitan,Metropolitan,Georgia,South,High
Irwin,GA,13155,78.1,2006,Micropolitan,Rural,Georgia,South,Medium
Jackson,GA,13157,96.9,2006,Micropolitan,Rural,Georgia,South,High
Jasper,GA,13159,46.8,2006,Metropolitan,Metropolitan,Georgia,South,Low
Jeff Davis,GA,13161,127.1,2006,Micropolitan,Rural,Georgia,South,High
Jefferson,GA,13163,125.8,2006,Micropolitan,Rural,Georgia,South,High
Jenkins,GA,13165,50.2,2006,Micropolitan,Rural,Georgia,South,Low
Johnson,GA,13167,48,2006,Micropolitan,Rural,Georgia,South,Low
Jones,GA,13169,31.5,2006,Metropolitan,Metropolitan,Georgia,South,Low
Lamar,GA,13171,70.4,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Laurens,GA,13175,168.4,2006,Micropolitan,Rural,Georgia,South,High
Lee,GA,13177,35,2006,Metropolitan,Metropolitan,Georgia,South,Low
Liberty,GA,13179,50.9,2006,Metropolitan,Metropolitan,Georgia,South,Low
Lowndes,GA,13185,90.3,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Lumpkin,GA,13187,62.8,2006,Micropolitan,Rural,Georgia,South,Low
McDuffie,GA,13189,129.8,2006,Metropolitan,Metropolitan,Georgia,South,High
McIntosh,GA,13191,73.7,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Macon,GA,13193,62.8,2006,Micropolitan,Rural,Georgia,South,Low
Madison,GA,13195,90.5,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Meriwether,GA,13199,47.2,2006,Metropolitan,Metropolitan,Georgia,South,Low
Miller,GA,13201,131.9,2006,Rural,Rural,Georgia,South,High
Mitchell,GA,13205,73.1,2006,Micropolitan,Rural,Georgia,South,Medium
Monroe,GA,13207,77.7,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Morgan,GA,13211,45.8,2006,Metropolitan,Metropolitan,Georgia,South,Low
Murray,GA,13213,73.5,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Muscogee,GA,13215,100,2006,Metropolitan,Metropolitan,Georgia,South,High
Newton,GA,13217,89.7,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Oconee,GA,13219,73.1,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Paulding,GA,13223,69.1,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Peach,GA,13225,86.1,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Pickens,GA,13227,119.1,2006,Metropolitan,Metropolitan,Georgia,South,High
Pierce,GA,13229,51.1,2006,Micropolitan,Rural,Georgia,South,Low
Polk,GA,13233,137.5,2006,Micropolitan,Rural,Georgia,South,High
Pulaski,GA,13235,98,2006,Metropolitan,Metropolitan,Georgia,South,High
Putnam,GA,13237,63.7,2006,Micropolitan,Rural,Georgia,South,Medium
Rabun,GA,13241,142.6,2006,Micropolitan,Rural,Georgia,South,High
Randolph,GA,13243,67.8,2006,Micropolitan,Rural,Georgia,South,Medium
Richmond,GA,13245,89.9,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Rockdale,GA,13247,95.6,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Screven,GA,13251,60.1,2006,Micropolitan,Rural,Georgia,South,Low
Seminole,GA,13253,114.9,2006,Micropolitan,Rural,Georgia,South,High
Spalding,GA,13255,124.6,2006,Metropolitan,Metropolitan,Georgia,South,High
Stephens,GA,13257,136.1,2006,Micropolitan,Rural,Georgia,South,High
Stewart,GA,13259,73.4,2006,Rural,Rural,Georgia,South,Medium
Sumter,GA,13261,94.2,2006,Micropolitan,Rural,Georgia,South,Medium
Tattnall,GA,13267,61.3,2006,Micropolitan,Rural,Georgia,South,Low
Telfair,GA,13271,0.1,2006,Micropolitan,Rural,Georgia,South,Low
Thomas,GA,13275,93.9,2006,Micropolitan,Rural,Georgia,South,Medium
Tift,GA,13277,125.8,2006,Micropolitan,Rural,Georgia,South,High
Toombs,GA,13279,190.8,2006,Micropolitan,Rural,Georgia,South,High
Towns,GA,13281,69.9,2006,Rural,Rural,Georgia,South,Medium
Troup,GA,13285,74.8,2006,Micropolitan,Rural,Georgia,South,Medium
Turner,GA,13287,80.9,2006,Micropolitan,Rural,Georgia,South,Medium
Twiggs,GA,13289,29.9,2006,Metropolitan,Metropolitan,Georgia,South,Low
Union,GA,13291,146.9,2006,Rural,Rural,Georgia,South,High
Upson,GA,13293,92,2006,Micropolitan,Rural,Georgia,South,Medium
Walker,GA,13295,31.8,2006,Metropolitan,Metropolitan,Georgia,South,Low
Walton,GA,13297,93.6,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Ware,GA,13299,212.2,2006,Micropolitan,Rural,Georgia,South,High
Washington,GA,13303,78.8,2006,Micropolitan,Rural,Georgia,South,Medium
Wayne,GA,13305,130.7,2006,Micropolitan,Rural,Georgia,South,High
White,GA,13311,63.3,2006,Micropolitan,Rural,Georgia,South,Low
Whitfield,GA,13313,72.5,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Wilkes,GA,13317,118.1,2006,Micropolitan,Rural,Georgia,South,High
Worth,GA,13321,73.5,2006,Metropolitan,Metropolitan,Georgia,South,Medium
Hawaii,HI,15001,69.8,2006,Micropolitan,Rural,Hawaii,West,Medium
Honolulu,HI,15003,31.8,2006,Metropolitan,Metropolitan,Hawaii,West,Low
Kauai,HI,15007,87,2006,Micropolitan,Rural,Hawaii,West,Medium
Maui,HI,15009,56.8,2006,Metropolitan,Metropolitan,Hawaii,West,Low
Adair,IA,19001,38.1,2006,Rural,Rural,Iowa,Midwest,Low
Adams,IA,19003,75,2006,Rural,Rural,Iowa,Midwest,Medium
Allamakee,IA,19005,54.8,2006,Micropolitan,Rural,Iowa,Midwest,Low
Appanoose,IA,19007,109.9,2006,Micropolitan,Rural,Iowa,Midwest,High
Audubon,IA,19009,55.6,2006,Rural,Rural,Iowa,Midwest,Low
Black Hawk,IA,19013,68,2006,Metropolitan,Metropolitan,Iowa,Midwest,Medium
Boone,IA,19015,40.5,2006,Micropolitan,Rural,Iowa,Midwest,Low
Bremer,IA,19017,21,2006,Metropolitan,Metropolitan,Iowa,Midwest,Low
Buchanan,IA,19019,36.7,2006,Micropolitan,Rural,Iowa,Midwest,Low
Buena Vista,IA,19021,50.2,2006,Micropolitan,Rural,Iowa,Midwest,Low
Butler,IA,19023,35.3,2006,Rural,Rural,Iowa,Midwest,Low
Calhoun,IA,19025,46.2,2006,Rural,Rural,Iowa,Midwest,Low
Carroll,IA,19027,70,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Cass,IA,19029,69.4,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Cedar,IA,19031,21.2,2006,Micropolitan,Rural,Iowa,Midwest,Low
Cerro Gordo,IA,19033,89.8,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Cherokee,IA,19035,67.4,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Chickasaw,IA,19037,27.4,2006,Micropolitan,Rural,Iowa,Midwest,Low
Clarke,IA,19039,38.3,2006,Micropolitan,Rural,Iowa,Midwest,Low
Clay,IA,19041,75.6,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Clayton,IA,19043,54.9,2006,Rural,Rural,Iowa,Midwest,Low
Clinton,IA,19045,69,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Crawford,IA,19047,53.7,2006,Micropolitan,Rural,Iowa,Midwest,Low
Dallas,IA,19049,28.1,2006,Metropolitan,Metropolitan,Iowa,Midwest,Low
Davis,IA,19051,9.7,2006,Rural,Rural,Iowa,Midwest,Low
Decatur,IA,19053,25.9,2006,Rural,Rural,Iowa,Midwest,Low
Delaware,IA,19055,37.3,2006,Micropolitan,Rural,Iowa,Midwest,Low
Des Moines,IA,19057,91.9,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Dickinson,IA,19059,63.7,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Dubuque,IA,19061,51.2,2006,Metropolitan,Metropolitan,Iowa,Midwest,Low
Emmet,IA,19063,62.9,2006,Micropolitan,Rural,Iowa,Midwest,Low
Fayette,IA,19065,70.2,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Floyd,IA,19067,77.7,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Franklin,IA,19069,28.3,2006,Micropolitan,Rural,Iowa,Midwest,Low
Fremont,IA,19071,32.4,2006,Rural,Rural,Iowa,Midwest,Low
Greene,IA,19073,60.6,2006,Micropolitan,Rural,Iowa,Midwest,Low
Grundy,IA,19075,7,2006,Metropolitan,Metropolitan,Iowa,Midwest,Low
Guthrie,IA,19077,20,2006,Metropolitan,Metropolitan,Iowa,Midwest,Low
Hamilton,IA,19079,55.2,2006,Micropolitan,Rural,Iowa,Midwest,Low
Hancock,IA,19081,25.8,2006,Micropolitan,Rural,Iowa,Midwest,Low
Hardin,IA,19083,50.9,2006,Micropolitan,Rural,Iowa,Midwest,Low
Harrison,IA,19085,76.4,2006,Metropolitan,Metropolitan,Iowa,Midwest,Medium
Henry,IA,19087,54.8,2006,Micropolitan,Rural,Iowa,Midwest,Low
Howard,IA,19089,51.2,2006,Micropolitan,Rural,Iowa,Midwest,Low
Humboldt,IA,19091,43.7,2006,Micropolitan,Rural,Iowa,Midwest,Low
Ida,IA,19093,83.9,2006,Rural,Rural,Iowa,Midwest,Medium
Iowa,IA,19095,10.7,2006,Micropolitan,Rural,Iowa,Midwest,Low
Jackson,IA,19097,36,2006,Micropolitan,Rural,Iowa,Midwest,Low
Jasper,IA,19099,70.9,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Jefferson,IA,19101,74.5,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Johnson,IA,19103,38.4,2006,Metropolitan,Metropolitan,Iowa,Midwest,Low
Jones,IA,19105,13.1,2006,Metropolitan,Metropolitan,Iowa,Midwest,Low
Keokuk,IA,19107,13,2006,Rural,Rural,Iowa,Midwest,Low
Kossuth,IA,19109,37.2,2006,Micropolitan,Rural,Iowa,Midwest,Low
Lee,IA,19111,76.2,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Linn,IA,19113,61.4,2006,Metropolitan,Metropolitan,Iowa,Midwest,Low
Louisa,IA,19115,23.4,2006,Rural,Rural,Iowa,Midwest,Low
Lucas,IA,19117,80.2,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Lyon,IA,19119,29.7,2006,Rural,Rural,Iowa,Midwest,Low
Madison,IA,19121,50.7,2006,Metropolitan,Metropolitan,Iowa,Midwest,Low
Mahaska,IA,19123,84.1,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Marion,IA,19125,63.6,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Marshall,IA,19127,71.1,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Mills,IA,19129,32.8,2006,Metropolitan,Metropolitan,Iowa,Midwest,Low
Mitchell,IA,19131,27.7,2006,Micropolitan,Rural,Iowa,Midwest,Low
Monona,IA,19133,82.6,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Monroe,IA,19135,82.5,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Montgomery,IA,19137,97.4,2006,Micropolitan,Rural,Iowa,Midwest,High
Muscatine,IA,19139,65.7,2006,Micropolitan,Rural,Iowa,Midwest,Medium
O<d5>Brien,IA,19141,35.9,2006,Micropolitan,Rural,Iowa,Midwest,Low
Osceola,IA,19143,20.9,2006,Micropolitan,Rural,Iowa,Midwest,Low
Page,IA,19145,69.2,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Palo Alto,IA,19147,48.3,2006,Micropolitan,Rural,Iowa,Midwest,Low
Plymouth,IA,19149,35.8,2006,Metropolitan,Metropolitan,Iowa,Midwest,Low
Pocahontas,IA,19151,37.7,2006,Rural,Rural,Iowa,Midwest,Low
Polk,IA,19153,82.3,2006,Metropolitan,Metropolitan,Iowa,Midwest,Medium
Pottawattamie,IA,19155,88.1,2006,Metropolitan,Metropolitan,Iowa,Midwest,Medium
Poweshiek,IA,19157,56.8,2006,Micropolitan,Rural,Iowa,Midwest,Low
Ringgold,IA,19159,78,2006,Rural,Rural,Iowa,Midwest,Medium
Sac,IA,19161,35,2006,Rural,Rural,Iowa,Midwest,Low
Scott,IA,19163,76.3,2006,Metropolitan,Metropolitan,Iowa,Midwest,Medium
Shelby,IA,19165,29.2,2006,Micropolitan,Rural,Iowa,Midwest,Low
Sioux,IA,19167,25,2006,Micropolitan,Rural,Iowa,Midwest,Low
Story,IA,19169,34.9,2006,Metropolitan,Metropolitan,Iowa,Midwest,Low
Tama,IA,19171,19.5,2006,Micropolitan,Rural,Iowa,Midwest,Low
Taylor,IA,19173,46.9,2006,Rural,Rural,Iowa,Midwest,Low
Union,IA,19175,80.8,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Wapello,IA,19179,94,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Warren,IA,19181,46.3,2006,Metropolitan,Metropolitan,Iowa,Midwest,Low
Washington,IA,19183,34.2,2006,Metropolitan,Metropolitan,Iowa,Midwest,Low
Wayne,IA,19185,79.9,2006,Rural,Rural,Iowa,Midwest,Medium
Webster,IA,19187,77.7,2006,Micropolitan,Rural,Iowa,Midwest,Medium
Winnebago,IA,19189,42.4,2006,Micropolitan,Rural,Iowa,Midwest,Low
Winneshiek,IA,19191,39.9,2006,Micropolitan,Rural,Iowa,Midwest,Low
Woodbury,IA,19193,57.7,2006,Metropolitan,Metropolitan,Iowa,Midwest,Low
Wright,IA,19197,57.8,2006,Micropolitan,Rural,Iowa,Midwest,Low
Ada,ID,16001,77.9,2006,Metropolitan,Metropolitan,Idaho,West,Medium
Bannock,ID,16005,83.5,2006,Metropolitan,Metropolitan,Idaho,West,Medium
Bear Lake,ID,16007,108.6,2006,Rural,Rural,Idaho,West,High
Benewah,ID,16009,87.6,2006,Micropolitan,Rural,Idaho,West,Medium
Bingham,ID,16011,51.5,2006,Micropolitan,Rural,Idaho,West,Low
Blaine,ID,16013,55.9,2006,Micropolitan,Rural,Idaho,West,Low
Bonner,ID,16017,76,2006,Micropolitan,Rural,Idaho,West,Medium
Bonneville,ID,16019,81.7,2006,Metropolitan,Metropolitan,Idaho,West,Medium
Boundary,ID,16021,102,2006,Micropolitan,Rural,Idaho,West,High
Butte,ID,16023,85,2006,Metropolitan,Metropolitan,Idaho,West,Medium
Canyon,ID,16027,68.3,2006,Metropolitan,Metropolitan,Idaho,West,Medium
Cassia,ID,16031,104.4,2006,Micropolitan,Rural,Idaho,West,High
Clearwater,ID,16035,95.4,2006,Micropolitan,Rural,Idaho,West,Medium
Custer,ID,16037,5.4,2006,Rural,Rural,Idaho,West,Low
Elmore,ID,16039,53.4,2006,Micropolitan,Rural,Idaho,West,Low
Franklin,ID,16041,108.6,2006,Metropolitan,Metropolitan,Idaho,West,High
Fremont,ID,16043,30.8,2006,Micropolitan,Rural,Idaho,West,Low
Gem,ID,16045,95.7,2006,Metropolitan,Metropolitan,Idaho,West,Medium
Gooding,ID,16047,56.4,2006,Micropolitan,Rural,Idaho,West,Low
Idaho,ID,16049,56.9,2006,Micropolitan,Rural,Idaho,West,Low
Jefferson,ID,16051,33.3,2006,Metropolitan,Metropolitan,Idaho,West,Low
Jerome,ID,16053,62.1,2006,Micropolitan,Rural,Idaho,West,Low
Kootenai,ID,16055,93.9,2006,Metropolitan,Metropolitan,Idaho,West,Medium
Latah,ID,16057,63.7,2006,Micropolitan,Rural,Idaho,West,Medium
Lemhi,ID,16059,83,2006,Micropolitan,Rural,Idaho,West,Medium
Lewis,ID,16061,148.5,2006,Rural,Rural,Idaho,West,High
Madison,ID,16065,44.7,2006,Micropolitan,Rural,Idaho,West,Low
Minidoka,ID,16067,33.1,2006,Micropolitan,Rural,Idaho,West,Low
Nez Perce,ID,16069,152.5,2006,Metropolitan,Metropolitan,Idaho,West,High
Payette,ID,16075,49.8,2006,Micropolitan,Rural,Idaho,West,Low
Power,ID,16077,59,2006,Micropolitan,Rural,Idaho,West,Low
Shoshone,ID,16079,94.1,2006,Micropolitan,Rural,Idaho,West,Medium
Teton,ID,16081,57.8,2006,Rural,Rural,Idaho,West,Low
Twin Falls,ID,16083,99,2006,Micropolitan,Rural,Idaho,West,High
Valley,ID,16085,116.4,2006,Rural,Rural,Idaho,West,High
Washington,ID,16087,68,2006,Micropolitan,Rural,Idaho,West,Medium
Adams,IL,17001,92.3,2006,Micropolitan,Rural,Illinois,Midwest,Medium
Alexander,IL,17003,34.4,2006,Metropolitan,Metropolitan,Illinois,Midwest,Low
Bond,IL,17005,61.1,2006,Metropolitan,Metropolitan,Illinois,Midwest,Low
Boone,IL,17007,48,2006,Metropolitan,Metropolitan,Illinois,Midwest,Low
Bureau,IL,17011,18.9,2006,Micropolitan,Rural,Illinois,Midwest,Low
Calhoun,IL,17013,47.2,2006,Metropolitan,Metropolitan,Illinois,Midwest,Low
Carroll,IL,17015,18.3,2006,Micropolitan,Rural,Illinois,Midwest,Low
Cass,IL,17017,68.4,2006,Micropolitan,Rural,Illinois,Midwest,Medium
Champaign,IL,17019,60,2006,Metropolitan,Metropolitan,Illinois,Midwest,Low
Christian,IL,17021,86.1,2006,Micropolitan,Rural,Illinois,Midwest,Medium
Clark,IL,17023,84.3,2006,Micropolitan,Rural,Illinois,Midwest,Medium
Clay,IL,17025,41.5,2006,Micropolitan,Rural,Illinois,Midwest,Low
Clinton,IL,17027,15.7,2006,Metropolitan,Metropolitan,Illinois,Midwest,Low
Coles,IL,17029,87.8,2006,Micropolitan,Rural,Illinois,Midwest,Medium
Cook,IL,17031,41.9,2006,Metropolitan,Metropolitan,Illinois,Midwest,Low
Crawford,IL,17033,17.4,2006,Micropolitan,Rural,Illinois,Midwest,Low
DeKalb,IL,17037,50.3,2006,Metropolitan,Metropolitan,Illinois,Midwest,Low
De Witt,IL,17039,44.2,2006,Metropolitan,Metropolitan,Illinois,Midwest,Low
Douglas,IL,17041,23.4,2006,Micropolitan,Rural,Illinois,Midwest,Low
DuPage,IL,17043,50.1,2006,Metropolitan,Metropolitan,Illinois,Midwest,Low
Edgar,IL,17045,78.2,2006,Micropolitan,Rural,Illinois,Midwest,Medium
Effingham,IL,17049,114.6,2006,Micropolitan,Rural,Illinois,Midwest,High
Fayette,IL,17051,49.9,2006,Micropolitan,Rural,Illinois,Midwest,Low
Ford,IL,17053,19.4,2006,Metropolitan,Metropolitan,Illinois,Midwest,Low
Franklin,IL,17055,78.5,2006,Micropolitan,Rural,Illinois,Midwest,Medium
Fulton,IL,17057,62.4,2006,Micropolitan,Rural,Illinois,Midwest,Low
Gallatin,IL,17059,71.8,2006,Rural,Rural,Illinois,Midwest,Medium
Greene,IL,17061,19.7,2006,Micropolitan,Rural,Illinois,Midwest,Low
Grundy,IL,17063,81.6,2006,Metropolitan,Metropolitan,Illinois,Midwest,Medium
Hancock,IL,17067,33.8,2006,Micropolitan,Rural,Illinois,Midwest,Low
Hardin,IL,17069,141.3,2006,Rural,Rural,Illinois,Midwest,High
Henry,IL,17073,51.3,2006,Metropolitan,Metropolitan,Illinois,Midwest,Low
Iroquois,IL,17075,60.3,2006,Micropolitan,Rural,Illinois,Midwest,Low
Jackson,IL,17077,106.4,2006,Metropolitan,Metropolitan,Illinois,Midwest,High
Jasper,IL,17079,61.2,2006,Micropolitan,Rural,Illinois,Midwest,Low
Jefferson,IL,17081,102.2,2006,Micropolitan,Rural,Illinois,Midwest,High
Jersey,IL,17083,36.9,2006,Metropolitan,Metropolitan,Illinois,Midwest,Low
Jo Daviess,IL,17085,34.5,2006,Micropolitan,Rural,Illinois,Midwest,Low
Kane,IL,17089,45.2,2006,Metropolitan,Metropolitan,Illinois,Midwest,Low
Kankakee,IL,17091,75.4,2006,Metropolitan,Metropolitan,Illinois,Midwest,Medium
Kendall,IL,17093,59.8,2006,Metropolitan,Metropolitan,Illinois,Midwest,Low
Knox,IL,17095,102.1,2006,Micropolitan,Rural,Illinois,Midwest,High
Lake,IL,17097,54,2006,Metropolitan,Metropolitan,Illinois,Midwest,Low
La Salle,IL,17099,85.8,2006,Micropolitan,Rural,Illinois,Midwest,Medium
Lawrence,IL,17101,91.3,2006,Micropolitan,Rural,Illinois,Midwest,Medium
Lee,IL,17103,52.8,2006,Micropolitan,Rural,Illinois,Midwest,Low
Livingston,IL,17105,67.3,2006,Micropolitan,Rural,Illinois,Midwest,Medium
Logan,IL,17107,75,2006,Micropolitan,Rural,Illinois,Midwest,Medium
McDonough,IL,17109,67.3,2006,Micropolitan,Rural,Illinois,Midwest,Medium
McHenry,IL,17111,62.1,2006,Metropolitan,Metropolitan,Illinois,Midwest,Low
McLean,IL,17113,58.2,2006,Metropolitan,Metropolitan,Illinois,Midwest,Low
