"","County","state.abbr","FIPS","prescribing.rate","year","rur.mic.metro","rural.metro","State","Region"
"334","Sumter","FL",12119,51.1,2006,"Metropolitan","Metropolitan","Florida","South"
"335","Suwannee","FL",12121,76.4,2006,"Micropolitan","Rural","Florida","South"
"336","Taylor","FL",12123,104.4,2006,"Micropolitan","Rural","Florida","South"
"337","Union","FL",12125,59.3,2006,"Micropolitan","Rural","Florida","South"
"338","Volusia","FL",12127,97.2,2006,"Metropolitan","Metropolitan","Florida","South"
"339","Wakulla","FL",12129,76.2,2006,"Metropolitan","Metropolitan","Florida","South"
"340","Walton","FL",12131,105.2,2006,"Metropolitan","Metropolitan","Florida","South"
"341","Washington","FL",12133,139,2006,"Micropolitan","Rural","Florida","South"
"342","Appling","GA",13001,88.9,2006,"Micropolitan","Rural","Georgia","South"
"343","Atkinson","GA",13003,49.4,2006,"Rural","Rural","Georgia","South"
"344","Bacon","GA",13005,145.7,2006,"Micropolitan","Rural","Georgia","South"
"345","Baldwin","GA",13009,85,2006,"Micropolitan","Rural","Georgia","South"
"346","Banks","GA",13011,7,2006,"Rural","Rural","Georgia","South"
"347","Barrow","GA",13013,92,2006,"Metropolitan","Metropolitan","Georgia","South"
"348","Bartow","GA",13015,97.5,2006,"Metropolitan","Metropolitan","Georgia","South"
"349","Ben Hill","GA",13017,133.3,2006,"Micropolitan","Rural","Georgia","South"
"350","Berrien","GA",13019,100.1,2006,"Micropolitan","Rural","Georgia","South"
"351","Bibb","GA",13021,142,2006,"Metropolitan","Metropolitan","Georgia","South"
"352","Bleckley","GA",13023,128.9,2006,"Micropolitan","Rural","Georgia","South"
"353","Brooks","GA",13027,75.7,2006,"Metropolitan","Metropolitan","Georgia","South"
"354","Bryan","GA",13029,55.4,2006,"Metropolitan","Metropolitan","Georgia","South"
"355","Bulloch","GA",13031,78,2006,"Micropolitan","Rural","Georgia","South"
"356","Burke","GA",13033,72,2006,"Metropolitan","Metropolitan","Georgia","South"
"357","Butts","GA",13035,85.6,2006,"Metropolitan","Metropolitan","Georgia","South"
"358","Camden","GA",13039,87,2006,"Micropolitan","Rural","Georgia","South"
"359","Candler","GA",13043,130,2006,"Micropolitan","Rural","Georgia","South"
"360","Carroll","GA",13045,120,2006,"Metropolitan","Metropolitan","Georgia","South"
"361","Catoosa","GA",13047,138.3,2006,"Metropolitan","Metropolitan","Georgia","South"
"362","Charlton","GA",13049,91.7,2006,"Micropolitan","Rural","Georgia","South"
"363","Chatham","GA",13051,97.5,2006,"Metropolitan","Metropolitan","Georgia","South"
"364","Chattooga","GA",13055,103.4,2006,"Micropolitan","Rural","Georgia","South"
"365","Cherokee","GA",13057,75.5,2006,"Metropolitan","Metropolitan","Georgia","South"
"366","Clarke","GA",13059,113.4,2006,"Metropolitan","Metropolitan","Georgia","South"
"367","Clay","GA",13061,108.6,2006,"Rural","Rural","Georgia","South"
"368","Clayton","GA",13063,52.1,2006,"Metropolitan","Metropolitan","Georgia","South"
"369","Clinch","GA",13065,114.7,2006,"Micropolitan","Rural","Georgia","South"
"370","Cobb","GA",13067,74.9,2006,"Metropolitan","Metropolitan","Georgia","South"
"371","Coffee","GA",13069,145.7,2006,"Micropolitan","Rural","Georgia","South"
"372","Colquitt","GA",13071,72.5,2006,"Micropolitan","Rural","Georgia","South"
"373","Columbia","GA",13073,91.3,2006,"Metropolitan","Metropolitan","Georgia","South"
"374","Cook","GA",13075,84.3,2006,"Micropolitan","Rural","Georgia","South"
"375","Coweta","GA",13077,83.8,2006,"Metropolitan","Metropolitan","Georgia","South"
"376","Crisp","GA",13081,165.2,2006,"Micropolitan","Rural","Georgia","South"
"377","Dade","GA",13083,64.7,2006,"Metropolitan","Metropolitan","Georgia","South"
"378","Dawson","GA",13085,138.6,2006,"Metropolitan","Metropolitan","Georgia","South"
"379","Decatur","GA",13087,104.9,2006,"Micropolitan","Rural","Georgia","South"
"380","DeKalb","GA",13089,45.7,2006,"Metropolitan","Metropolitan","Georgia","South"
"381","Dodge","GA",13091,105.9,2006,"Micropolitan","Rural","Georgia","South"
"382","Dougherty","GA",13095,116.8,2006,"Metropolitan","Metropolitan","Georgia","South"
"383","Douglas","GA",13097,103.3,2006,"Metropolitan","Metropolitan","Georgia","South"
"384","Early","GA",13099,104.8,2006,"Micropolitan","Rural","Georgia","South"
"385","Effingham","GA",13103,62.7,2006,"Metropolitan","Metropolitan","Georgia","South"
"386","Elbert","GA",13105,133.2,2006,"Micropolitan","Rural","Georgia","South"
"387","Emanuel","GA",13107,112.4,2006,"Micropolitan","Rural","Georgia","South"
"388","Evans","GA",13109,143.4,2006,"Micropolitan","Rural","Georgia","South"
"389","Fannin","GA",13111,94.8,2006,"Rural","Rural","Georgia","South"
"390","Fayette","GA",13113,80.4,2006,"Metropolitan","Metropolitan","Georgia","South"
"391","Floyd","GA",13115,146.5,2006,"Metropolitan","Metropolitan","Georgia","South"
"392","Forsyth","GA",13117,54.9,2006,"Metropolitan","Metropolitan","Georgia","South"
"393","Franklin","GA",13119,193.5,2006,"Rural","Rural","Georgia","South"
"394","Fulton","GA",13121,54,2006,"Metropolitan","Metropolitan","Georgia","South"
"395","Gilmer","GA",13123,104.9,2006,"Micropolitan","Rural","Georgia","South"
"396","Glynn","GA",13127,129.1,2006,"Metropolitan","Metropolitan","Georgia","South"
"397","Gordon","GA",13129,119.3,2006,"Micropolitan","Rural","Georgia","South"
"398","Grady","GA",13131,59.8,2006,"Micropolitan","Rural","Georgia","South"
"399","Greene","GA",13133,101.8,2006,"Micropolitan","Rural","Georgia","South"
"400","Gwinnett","GA",13135,58,2006,"Metropolitan","Metropolitan","Georgia","South"
"401","Habersham","GA",13137,121.2,2006,"Micropolitan","Rural","Georgia","South"
"402","Hall","GA",13139,100.4,2006,"Metropolitan","Metropolitan","Georgia","South"
"403","Haralson","GA",13143,144.6,2006,"Metropolitan","Metropolitan","Georgia","South"
"404","Harris","GA",13145,6.4,2006,"Metropolitan","Metropolitan","Georgia","South"
"405","Hart","GA",13147,72.9,2006,"Micropolitan","Rural","Georgia","South"
"406","Henry","GA",13151,79.3,2006,"Metropolitan","Metropolitan","Georgia","South"
"407","Houston","GA",13153,112.6,2006,"Metropolitan","Metropolitan","Georgia","South"
"408","Irwin","GA",13155,78.1,2006,"Micropolitan","Rural","Georgia","South"
"409","Jackson","GA",13157,96.9,2006,"Micropolitan","Rural","Georgia","South"
"410","Jasper","GA",13159,46.8,2006,"Metropolitan","Metropolitan","Georgia","South"
"411","Jeff Davis","GA",13161,127.1,2006,"Micropolitan","Rural","Georgia","South"
"412","Jefferson","GA",13163,125.8,2006,"Micropolitan","Rural","Georgia","South"
"413","Jenkins","GA",13165,50.2,2006,"Micropolitan","Rural","Georgia","South"
"414","Johnson","GA",13167,48,2006,"Micropolitan","Rural","Georgia","South"
"415","Jones","GA",13169,31.5,2006,"Metropolitan","Metropolitan","Georgia","South"
"416","Lamar","GA",13171,70.4,2006,"Metropolitan","Metropolitan","Georgia","South"
"417","Laurens","GA",13175,168.4,2006,"Micropolitan","Rural","Georgia","South"
"418","Lee","GA",13177,35,2006,"Metropolitan","Metropolitan","Georgia","South"
"419","Liberty","GA",13179,50.9,2006,"Metropolitan","Metropolitan","Georgia","South"
"420","Lowndes","GA",13185,90.3,2006,"Metropolitan","Metropolitan","Georgia","South"
"421","Lumpkin","GA",13187,62.8,2006,"Micropolitan","Rural","Georgia","South"
"422","McDuffie","GA",13189,129.8,2006,"Metropolitan","Metropolitan","Georgia","South"
"423","McIntosh","GA",13191,73.7,2006,"Metropolitan","Metropolitan","Georgia","South"
"424","Macon","GA",13193,62.8,2006,"Micropolitan","Rural","Georgia","South"
"425","Madison","GA",13195,90.5,2006,"Metropolitan","Metropolitan","Georgia","South"
"426","Meriwether","GA",13199,47.2,2006,"Metropolitan","Metropolitan","Georgia","South"
"427","Miller","GA",13201,131.9,2006,"Rural","Rural","Georgia","South"
"428","Mitchell","GA",13205,73.1,2006,"Micropolitan","Rural","Georgia","South"
"429","Monroe","GA",13207,77.7,2006,"Metropolitan","Metropolitan","Georgia","South"
"430","Morgan","GA",13211,45.8,2006,"Metropolitan","Metropolitan","Georgia","South"
"431","Murray","GA",13213,73.5,2006,"Metropolitan","Metropolitan","Georgia","South"
"432","Muscogee","GA",13215,100,2006,"Metropolitan","Metropolitan","Georgia","South"
"433","Newton","GA",13217,89.7,2006,"Metropolitan","Metropolitan","Georgia","South"
"434","Oconee","GA",13219,73.1,2006,"Metropolitan","Metropolitan","Georgia","South"
"435","Paulding","GA",13223,69.1,2006,"Metropolitan","Metropolitan","Georgia","South"
"436","Peach","GA",13225,86.1,2006,"Metropolitan","Metropolitan","Georgia","South"
"437","Pickens","GA",13227,119.1,2006,"Metropolitan","Metropolitan","Georgia","South"
"438","Pierce","GA",13229,51.1,2006,"Micropolitan","Rural","Georgia","South"
"439","Polk","GA",13233,137.5,2006,"Micropolitan","Rural","Georgia","South"
"440","Pulaski","GA",13235,98,2006,"Metropolitan","Metropolitan","Georgia","South"
"441","Putnam","GA",13237,63.7,2006,"Micropolitan","Rural","Georgia","South"
"442","Rabun","GA",13241,142.6,2006,"Micropolitan","Rural","Georgia","South"
"443","Randolph","GA",13243,67.8,2006,"Micropolitan","Rural","Georgia","South"
"444","Richmond","GA",13245,89.9,2006,"Metropolitan","Metropolitan","Georgia","South"
"445","Rockdale","GA",13247,95.6,2006,"Metropolitan","Metropolitan","Georgia","South"
"446","Screven","GA",13251,60.1,2006,"Micropolitan","Rural","Georgia","South"
"447","Seminole","GA",13253,114.9,2006,"Micropolitan","Rural","Georgia","South"
"448","Spalding","GA",13255,124.6,2006,"Metropolitan","Metropolitan","Georgia","South"
"449","Stephens","GA",13257,136.1,2006,"Micropolitan","Rural","Georgia","South"
"450","Stewart","GA",13259,73.4,2006,"Rural","Rural","Georgia","South"
"451","Sumter","GA",13261,94.2,2006,"Micropolitan","Rural","Georgia","South"
"452","Tattnall","GA",13267,61.3,2006,"Micropolitan","Rural","Georgia","South"
"453","Telfair","GA",13271,0.1,2006,"Micropolitan","Rural","Georgia","South"
"454","Thomas","GA",13275,93.9,2006,"Micropolitan","Rural","Georgia","South"
"455","Tift","GA",13277,125.8,2006,"Micropolitan","Rural","Georgia","South"
"456","Toombs","GA",13279,190.8,2006,"Micropolitan","Rural","Georgia","South"
"457","Towns","GA",13281,69.9,2006,"Rural","Rural","Georgia","South"
"458","Troup","GA",13285,74.8,2006,"Micropolitan","Rural","Georgia","South"
"459","Turner","GA",13287,80.9,2006,"Micropolitan","Rural","Georgia","South"
"460","Twiggs","GA",13289,29.9,2006,"Metropolitan","Metropolitan","Georgia","South"
"461","Union","GA",13291,146.9,2006,"Rural","Rural","Georgia","South"
"462","Upson","GA",13293,92,2006,"Micropolitan","Rural","Georgia","South"
"463","Walker","GA",13295,31.8,2006,"Metropolitan","Metropolitan","Georgia","South"
"464","Walton","GA",13297,93.6,2006,"Metropolitan","Metropolitan","Georgia","South"
"465","Ware","GA",13299,212.2,2006,"Micropolitan","Rural","Georgia","South"
"466","Washington","GA",13303,78.8,2006,"Micropolitan","Rural","Georgia","South"
"467","Wayne","GA",13305,130.7,2006,"Micropolitan","Rural","Georgia","South"
"468","White","GA",13311,63.3,2006,"Micropolitan","Rural","Georgia","South"
"469","Whitfield","GA",13313,72.5,2006,"Metropolitan","Metropolitan","Georgia","South"
"470","Wilkes","GA",13317,118.1,2006,"Micropolitan","Rural","Georgia","South"
"471","Worth","GA",13321,73.5,2006,"Metropolitan","Metropolitan","Georgia","South"
"472","Hawaii","HI",15001,69.8,2006,"Micropolitan","Rural","Hawaii","West"
"473","Honolulu","HI",15003,31.8,2006,"Metropolitan","Metropolitan","Hawaii","West"
"474","Kauai","HI",15007,87,2006,"Micropolitan","Rural","Hawaii","West"
"475","Maui","HI",15009,56.8,2006,"Metropolitan","Metropolitan","Hawaii","West"
"476","Adair","IA",19001,38.1,2006,"Rural","Rural","Iowa","Midwest"
"477","Adams","IA",19003,75,2006,"Rural","Rural","Iowa","Midwest"
"478","Allamakee","IA",19005,54.8,2006,"Micropolitan","Rural","Iowa","Midwest"
"479","Appanoose","IA",19007,109.9,2006,"Micropolitan","Rural","Iowa","Midwest"
"480","Audubon","IA",19009,55.6,2006,"Rural","Rural","Iowa","Midwest"
"481","Black Hawk","IA",19013,68,2006,"Metropolitan","Metropolitan","Iowa","Midwest"
"482","Boone","IA",19015,40.5,2006,"Micropolitan","Rural","Iowa","Midwest"
"483","Bremer","IA",19017,21,2006,"Metropolitan","Metropolitan","Iowa","Midwest"
"484","Buchanan","IA",19019,36.7,2006,"Micropolitan","Rural","Iowa","Midwest"
"485","Buena Vista","IA",19021,50.2,2006,"Micropolitan","Rural","Iowa","Midwest"
"486","Butler","IA",19023,35.3,2006,"Rural","Rural","Iowa","Midwest"
"487","Calhoun","IA",19025,46.2,2006,"Rural","Rural","Iowa","Midwest"
"488","Carroll","IA",19027,70,2006,"Micropolitan","Rural","Iowa","Midwest"
"489","Cass","IA",19029,69.4,2006,"Micropolitan","Rural","Iowa","Midwest"
"490","Cedar","IA",19031,21.2,2006,"Micropolitan","Rural","Iowa","Midwest"
"491","Cerro Gordo","IA",19033,89.8,2006,"Micropolitan","Rural","Iowa","Midwest"
"492","Cherokee","IA",19035,67.4,2006,"Micropolitan","Rural","Iowa","Midwest"
"493","Chickasaw","IA",19037,27.4,2006,"Micropolitan","Rural","Iowa","Midwest"
"494","Clarke","IA",19039,38.3,2006,"Micropolitan","Rural","Iowa","Midwest"
"495","Clay","IA",19041,75.6,2006,"Micropolitan","Rural","Iowa","Midwest"
"496","Clayton","IA",19043,54.9,2006,"Rural","Rural","Iowa","Midwest"
"497","Clinton","IA",19045,69,2006,"Micropolitan","Rural","Iowa","Midwest"
"498","Crawford","IA",19047,53.7,2006,"Micropolitan","Rural","Iowa","Midwest"
"499","Dallas","IA",19049,28.1,2006,"Metropolitan","Metropolitan","Iowa","Midwest"
"500","Davis","IA",19051,9.7,2006,"Rural","Rural","Iowa","Midwest"
"501","Decatur","IA",19053,25.9,2006,"Rural","Rural","Iowa","Midwest"
"502","Delaware","IA",19055,37.3,2006,"Micropolitan","Rural","Iowa","Midwest"
"503","Des Moines","IA",19057,91.9,2006,"Micropolitan","Rural","Iowa","Midwest"
"504","Dickinson","IA",19059,63.7,2006,"Micropolitan","Rural","Iowa","Midwest"
"505","Dubuque","IA",19061,51.2,2006,"Metropolitan","Metropolitan","Iowa","Midwest"
"506","Emmet","IA",19063,62.9,2006,"Micropolitan","Rural","Iowa","Midwest"
"507","Fayette","IA",19065,70.2,2006,"Micropolitan","Rural","Iowa","Midwest"
"508","Floyd","IA",19067,77.7,2006,"Micropolitan","Rural","Iowa","Midwest"
"509","Franklin","IA",19069,28.3,2006,"Micropolitan","Rural","Iowa","Midwest"
"510","Fremont","IA",19071,32.4,2006,"Rural","Rural","Iowa","Midwest"
"511","Greene","IA",19073,60.6,2006,"Micropolitan","Rural","Iowa","Midwest"
"512","Grundy","IA",19075,7,2006,"Metropolitan","Metropolitan","Iowa","Midwest"
"513","Guthrie","IA",19077,20,2006,"Metropolitan","Metropolitan","Iowa","Midwest"
"514","Hamilton","IA",19079,55.2,2006,"Micropolitan","Rural","Iowa","Midwest"
"515","Hancock","IA",19081,25.8,2006,"Micropolitan","Rural","Iowa","Midwest"
"516","Hardin","IA",19083,50.9,2006,"Micropolitan","Rural","Iowa","Midwest"
"517","Harrison","IA",19085,76.4,2006,"Metropolitan","Metropolitan","Iowa","Midwest"
"518","Henry","IA",19087,54.8,2006,"Micropolitan","Rural","Iowa","Midwest"
"519","Howard","IA",19089,51.2,2006,"Micropolitan","Rural","Iowa","Midwest"
"520","Humboldt","IA",19091,43.7,2006,"Micropolitan","Rural","Iowa","Midwest"
"521","Ida","IA",19093,83.9,2006,"Rural","Rural","Iowa","Midwest"
"522","Iowa","IA",19095,10.7,2006,"Micropolitan","Rural","Iowa","Midwest"
"523","Jackson","IA",19097,36,2006,"Micropolitan","Rural","Iowa","Midwest"
"524","Jasper","IA",19099,70.9,2006,"Micropolitan","Rural","Iowa","Midwest"
"525","Jefferson","IA",19101,74.5,2006,"Micropolitan","Rural","Iowa","Midwest"
"526","Johnson","IA",19103,38.4,2006,"Metropolitan","Metropolitan","Iowa","Midwest"
"527","Jones","IA",19105,13.1,2006,"Metropolitan","Metropolitan","Iowa","Midwest"
"528","Keokuk","IA",19107,13,2006,"Rural","Rural","Iowa","Midwest"
"529","Kossuth","IA",19109,37.2,2006,"Micropolitan","Rural","Iowa","Midwest"
"530","Lee","IA",19111,76.2,2006,"Micropolitan","Rural","Iowa","Midwest"
"531","Linn","IA",19113,61.4,2006,"Metropolitan","Metropolitan","Iowa","Midwest"
"532","Louisa","IA",19115,23.4,2006,"Rural","Rural","Iowa","Midwest"
"533","Lucas","IA",19117,80.2,2006,"Micropolitan","Rural","Iowa","Midwest"
"534","Lyon","IA",19119,29.7,2006,"Rural","Rural","Iowa","Midwest"
"535","Madison","IA",19121,50.7,2006,"Metropolitan","Metropolitan","Iowa","Midwest"
"536","Mahaska","IA",19123,84.1,2006,"Micropolitan","Rural","Iowa","Midwest"
"537","Marion","IA",19125,63.6,2006,"Micropolitan","Rural","Iowa","Midwest"
"538","Marshall","IA",19127,71.1,2006,"Micropolitan","Rural","Iowa","Midwest"
"539","Mills","IA",19129,32.8,2006,"Metropolitan","Metropolitan","Iowa","Midwest"
"540","Mitchell","IA",19131,27.7,2006,"Micropolitan","Rural","Iowa","Midwest"
"541","Monona","IA",19133,82.6,2006,"Micropolitan","Rural","Iowa","Midwest"
"542","Monroe","IA",19135,82.5,2006,"Micropolitan","Rural","Iowa","Midwest"
"543","Montgomery","IA",19137,97.4,2006,"Micropolitan","Rural","Iowa","Midwest"
"544","Muscatine","IA",19139,65.7,2006,"Micropolitan","Rural","Iowa","Midwest"
"545","O<d5>Brien","IA",19141,35.9,2006,"Micropolitan","Rural","Iowa","Midwest"
"546","Osceola","IA",19143,20.9,2006,"Micropolitan","Rural","Iowa","Midwest"
"547","Page","IA",19145,69.2,2006,"Micropolitan","Rural","Iowa","Midwest"
"548","Palo Alto","IA",19147,48.3,2006,"Micropolitan","Rural","Iowa","Midwest"
"549","Plymouth","IA",19149,35.8,2006,"Metropolitan","Metropolitan","Iowa","Midwest"
"550","Pocahontas","IA",19151,37.7,2006,"Rural","Rural","Iowa","Midwest"
"551","Polk","IA",19153,82.3,2006,"Metropolitan","Metropolitan","Iowa","Midwest"
"552","Pottawattamie","IA",19155,88.1,2006,"Metropolitan","Metropolitan","Iowa","Midwest"
"553","Poweshiek","IA",19157,56.8,2006,"Micropolitan","Rural","Iowa","Midwest"
"554","Ringgold","IA",19159,78,2006,"Rural","Rural","Iowa","Midwest"
"555","Sac","IA",19161,35,2006,"Rural","Rural","Iowa","Midwest"
"556","Scott","IA",19163,76.3,2006,"Metropolitan","Metropolitan","Iowa","Midwest"
"557","Shelby","IA",19165,29.2,2006,"Micropolitan","Rural","Iowa","Midwest"
"558","Sioux","IA",19167,25,2006,"Micropolitan","Rural","Iowa","Midwest"
"559","Story","IA",19169,34.9,2006,"Metropolitan","Metropolitan","Iowa","Midwest"
"560","Tama","IA",19171,19.5,2006,"Micropolitan","Rural","Iowa","Midwest"
"561","Taylor","IA",19173,46.9,2006,"Rural","Rural","Iowa","Midwest"
"562","Union","IA",19175,80.8,2006,"Micropolitan","Rural","Iowa","Midwest"
"563","Wapello","IA",19179,94,2006,"Micropolitan","Rural","Iowa","Midwest"
