"","WATERSHED","SAMPLE_DATE","SITE_NAME","SITE_TYPE","MEDIUM","PARAM_TYPE","PARAMETER","QUALIFIER","RESULT","UNIT","FILTER","SAMPLE_ID","SAMPLE_SITE_NO","DEPTH_IN_METERS","METHOD","QC_FLAG","PROJECT","Location","DATA_REF_NO","LAT_DD_WGS84","LON_DD_WGS84","SAMPLE_REF_NO","TIME_NULL","QC_TYPE","YEAR"
"1","Barton Creek",2018-12-20,"Barton Spring Pool @ Downstream Dam","Stream","Ground Water","Oxygen","DISSOLVED OXYGEN","","7.72","MG/L","Total","",860,NA,"HYDROLAB","U","Critical Scientific Investigation (CSI)","(30.2640070647195, -97.7693825634433)",2718173,30.2640070647195,-97.7693825634433,561519,FALSE,"","2018"
"2","Barton Creek",2018-12-20,"Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.62","MG/L","Total","35-Main Spring -Time  10",35,NA,"HYDROLAB","U","Critical Scientific Investigation (CSI)","(30.2635351223695, -97.7709796798271)",2715951,30.2635351223695,-97.7709796798271,561507,FALSE,"","2018"
"3","Barton Creek",2018-12-20,"Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.91","MG/L","Total","35-Main Spring -Time  8",35,NA,"HYDROLAB","U","Critical Scientific Investigation (CSI)","(30.2635351223695, -97.7709796798271)",2715975,30.2635351223695,-97.7709796798271,561506,FALSE,"","2018"
"4","Barton Creek",2018-12-20,"Eliza Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.78","MG/L","Total","",428,NA,"HYDROLAB","U","Critical Scientific Investigation (CSI)","(30.2642461579302, -97.7700605859118)",2715963,30.2642461579302,-97.7700605859118,561512,FALSE,"","2018"
"5","Barton Creek",2018-12-20,"Eliza Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.91","MG/L","Total","",428,NA,"HYDROLAB","U","Critical Scientific Investigation (CSI)","(30.2642461579302, -97.7700605859118)",2718167,30.2642461579302,-97.7700605859118,561518,FALSE,"","2018"
"6","Barton Creek",2018-12-20,"Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.8","MG/L","Total","35-Main Spring -Time  5",35,NA,"HYDROLAB","U","Critical Scientific Investigation (CSI)","(30.2635351223695, -97.7709796798271)",2715971,30.2635351223695,-97.7709796798271,561505,FALSE,"","2018"
"7","Barton Creek",2018-12-20,"Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.89","MG/L","Total","35-Main Spring -Time  1",35,NA,"HYDROLAB","U","Critical Scientific Investigation (CSI)","(30.2635351223695, -97.7709796798271)",2718161,30.2635351223695,-97.7709796798271,561508,FALSE,"","2018"
"8","Barton Creek",2018-12-19,"Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.79","MG/L","Total","MAIN BARTON",35,NA,"HYDROLAB","U","Critical Scientific Investigation (CSI)","(30.2635351223695, -97.7709796798271)",2715967,30.2635351223695,-97.7709796798271,561504,FALSE,"","2018"
"9","Barton Creek",2018-12-11,"Barton Spring Pool @ Downstream Dam","Stream","Ground Water","Oxygen","DISSOLVED OXYGEN","","7.24","MG/L","Dissolved","860-BSP @ Lower Dam",860,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2640070647195, -97.7693825634433)",2689321,30.2640070647195,-97.7693825634433,560876,FALSE,"","2018"
"10","Barton Creek",2018-12-11,"Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","7.01","MG/L","Dissolved","35-Barton Spg",35,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2635351223695, -97.7709796798271)",2689324,30.2635351223695,-97.7709796798271,560879,FALSE,"","2018"
"11","Barton Creek",2018-12-11,"Upper Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","7.38","MG/L","Dissolved","183-Upper Barton Spg",183,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2635944614644, -97.7737817041223)",2689322,30.2635944614644,-97.7737817041223,560877,FALSE,"","2018"
"12","Barton Creek",2018-12-11,"Eliza Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","7.13","MG/L","Dissolved","428-Eliza Spg",428,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2642461579302, -97.7700605859118)",2689320,30.2642461579302,-97.7700605859118,560875,FALSE,"","2018"
"13","Barton Creek",2018-12-11,"Backdoor Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","8.31","MG/L","Dissolved","160-Backdoor Spg",160,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2594932474744, -97.8237008852486)",2689319,30.2594932474744,-97.8237008852486,560874,FALSE,"","2018"
"14","Barton Creek",2018-12-11,"Old Mill (Sunken Gardens) Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.22","MG/L","Dissolved","422-Old Mill Spg",422,NA,"Quanta Probe","U","Barton Springs TPDES","(30.26358486, -97.76807574)",2689323,30.26358486,-97.76807574,560878,FALSE,"","2018"
"15","Barton Creek",2018-11-14,"Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.19","MG/L","Dissolved","35-Barton Spg",35,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2635351223695, -97.7709796798271)",2697781,30.2635351223695,-97.7709796798271,560624,FALSE,"","2018"
"16","Barton Creek",2018-11-14,"Barton Spring Pool @ Downstream Dam","Stream","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.95","MG/L","Dissolved","860-BSP @ Lower Dam",860,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2640070647195, -97.7693825634433)",2697787,30.2640070647195,-97.7693825634433,560626,FALSE,"","2018"
"17","Barton Creek",2018-11-07,"Upper Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","7.18","MG/L","Dissolved","183-WQ-Upper Barton Spg",183,NA,"HYDROLAB","U","Barton Spring Austin Blind Salamander Cap-Recap","(30.2635944614644, -97.7737817041223)",2710880,30.2635944614644,-97.7737817041223,560577,FALSE,"","2018"
"18","Barton Creek",2018-11-07,"Old Mill Stream (outflow from Sunken Gardens Pool)","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.74","MG/L","Dissolved","3594-WQ-Old Mill Stream",3594,NA,"HYDROLAB","U","Barton Spring Austin Blind Salamander Cap-Recap","(30.2639043625811, -97.768098931091)",2710874,30.2639043625811,-97.768098931091,560601,FALSE,"","2018"
"19","Barton Creek",2018-10-30,"Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.04","MG/L","Dissolved","35-Barton Spg",35,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2635351223695, -97.7709796798271)",2679444,30.2635351223695,-97.7709796798271,557627,FALSE,"","2018"
"20","Barton Creek",2018-10-30,"Barton Spring Pool @ Downstream Dam","Stream","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.03","MG/L","Dissolved","860-BSP @ Lower Dam",860,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2640070647195, -97.7693825634433)",2679450,30.2640070647195,-97.7693825634433,557629,FALSE,"","2018"
"21","Barton Creek",2018-10-25,"Eliza Stream (outflow from Eliza Spring)","Stream","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.14","MG/L","Dissolved","589-WQ-Eliza Stream",589,NA,"HYDROLAB","U","Eliza Stream Monitoring Project","(30.264200170384825, -97.76997227221727)",2689073,30.2642001703848,-97.7699722722173,560578,FALSE,"","2018"
"22","Barton Creek",2018-10-25,"Eliza Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.08","MG/L","Dissolved","428-WQ-Eliza Spg",428,NA,"HYDROLAB","U","Eliza Stream Monitoring Project","(30.2642461579302, -97.7700605859118)",2689079,30.2642461579302,-97.7700605859118,560580,FALSE,"","2018"
"23","Barton Creek",2018-09-19,"Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.26","MG/L","Dissolved","35-Barton Spg",35,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2635351223695, -97.7709796798271)",2683322,30.2635351223695,-97.7709796798271,556135,FALSE,"","2018"
"24","Barton Creek",2018-09-19,"Barton Spring Pool @ Downstream Dam","Stream","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.01","MG/L","Dissolved","860-BSP @ Lower Dam",860,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2640070647195, -97.7693825634433)",2684122,30.2640070647195,-97.7693825634433,556156,FALSE,"","2018"
"25","Barton Creek",2018-09-19,"Upper Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.78","MG/L","Dissolved","183-Upper Barton Spg",183,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2635944614644, -97.7737817041223)",2683373,30.2635944614644,-97.7737817041223,556149,FALSE,"","2018"
"26","Barton Creek",2018-09-19,"Old Mill (Sunken Gardens) Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.17","MG/L","Dissolved","422-Old Mill Spg",422,NA,"Quanta Probe","U","Barton Springs TPDES","(30.26358486, -97.76807574)",2683328,30.26358486,-97.76807574,556137,FALSE,"","2018"
"27","Barton Creek",2018-09-19,"Eliza Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","9.95","MG/L","Dissolved","428-Eliza Spg",428,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2642461579302, -97.7700605859118)",2684128,30.2642461579302,-97.7700605859118,556158,FALSE,"","2018"
"28","Barton Creek",2018-08-15,"Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","4.96","MG/L","Dissolved","35-Barton Spg",35,NA,"HYDROLAB","U","Barton Springs TPDES","(30.2635351223695, -97.7709796798271)",2639253,30.2635351223695,-97.7709796798271,528431,FALSE,"","2018"
"29","Barton Creek",2018-08-15,"Barton Spring Pool @ Downstream Dam","Stream","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.12","MG/L","Dissolved","860-BSP @ Lower Dam",860,NA,"HYDROLAB","U","Barton Springs TPDES","(30.2640070647195, -97.7693825634433)",2639259,30.2640070647195,-97.7693825634433,528433,FALSE,"","2018"
"30","Barton Creek",2018-08-10,"Old Mill (Sunken Gardens) Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","4.48","MG/L","Dissolved","422-WQ-Old Mill Spg",422,NA,"HYDROLAB","U","Barton Spring Austin Blind Salamander Cap-Recap","(30.26358486, -97.76807574)",2635092,30.26358486,-97.76807574,555361,FALSE,"","2018"
"31","Barton Creek",2018-08-10,"Eliza Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","4.97","MG/L","Dissolved","428-WQ-Eliza Spg",428,NA,"HYDROLAB","U","Eliza Stream Monitoring Project","(30.2642461579302, -97.7700605859118)",2635080,30.2642461579302,-97.7700605859118,555359,FALSE,"","2018"
"32","Barton Creek",2018-08-10,"Eliza Stream (outflow from Eliza Spring)","Stream","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.13","MG/L","Dissolved","589-WQ-Eliza Stream",589,NA,"HYDROLAB","U","Eliza Stream Monitoring Project","(30.264200170384825, -97.76997227221727)",2635086,30.2642001703848,-97.7699722722173,555360,FALSE,"","2018"
"33","Barton Creek",2018-07-19,"Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.24","MG/L","Dissolved","35-Barton Spg",35,NA,"HYDROLAB","U","Barton Springs TPDES","(30.2635351223695, -97.7709796798271)",2635182,30.2635351223695,-97.7709796798271,528429,FALSE,"","2018"
"34","Barton Creek",2018-07-19,"Barton Spring Pool @ Downstream Dam","Stream","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.45","MG/L","Dissolved","860-BSP @ Lower Dam",860,NA,"HYDROLAB","U","Barton Springs TPDES","(30.2640070647195, -97.7693825634433)",2635176,30.2640070647195,-97.7693825634433,528427,FALSE,"","2018"
"35","Barton Creek",2018-07-13,"Barton Creek Between Dams Upstream of Pool","Stream","Surface Water","Oxygen","DISSOLVED OXYGEN","","3.91","MG/L","Dissolved","879-BAR btwn dams us BSP",879,NA,"HYDROLAB","U","Escherichia coli Follow Up","(30.2636315522417, -97.7724721862967)",2634934,30.2636315522417,-97.7724721862967,528171,FALSE,"","2018"
"36","Barton Creek",2018-07-13,"Barton Spring main fissure upstream diving board","Spring","Surface Water","Oxygen","DISSOLVED OXYGEN","","5.29","MG/L","Dissolved","1520-2-BSP main fissure us diving board",1520,NA,"HYDROLAB","U","Escherichia coli Follow Up","(30.263563668069295, -97.77097441256046)",2634923,30.2635636680693,-97.7709744125605,528165,FALSE,"","2018"
"37","Barton Creek",2018-07-13,"Barton Spring main fissure upstream diving board","Spring","Surface Water","Oxygen","DISSOLVED OXYGEN","","5.65","MG/L","Dissolved","1520-1-BSP main fissure us diving board",1520,NA,"HYDROLAB","U","Escherichia coli Follow Up","(30.263563668069295, -97.77097441256046)",2634918,30.2635636680693,-97.7709744125605,528164,FALSE,"","2018"
"38","Barton Creek",2018-07-13,"Barton Spring Pool @ Downstream Dam","Stream","Surface Water","Oxygen","DISSOLVED OXYGEN","","5.81","MG/L","Dissolved","860-2-BSP @ Lower Dam",860,NA,"HYDROLAB","U","Escherichia coli Follow Up","(30.2640070647195, -97.7693825634433)",2634906,30.2640070647195,-97.7693825634433,528157,FALSE,"","2018"
"39","Barton Creek",2018-07-13,"Barton Spring Pool @ Downstream Dam","Stream","Surface Water","Oxygen","DISSOLVED OXYGEN","","6.16","MG/L","Dissolved","860-1-BSP @ Lower Dam",860,NA,"HYDROLAB","U","Escherichia coli Follow Up","(30.2640070647195, -97.7693825634433)",2634901,30.2640070647195,-97.7693825634433,528156,FALSE,"","2018"
"40","Barton Creek",2018-07-13,"Barton Springs Pool north @ upstream steps","Spring","Surface Water","Oxygen","DISSOLVED OXYGEN","","5.66","MG/L","Dissolved","2814-BSP N @ us steps",2814,NA,"HYDROLAB","U","Escherichia coli Follow Up","(30.26373625964172, -97.77119435369968)",2634889,30.2637362596417,-97.7711943536997,528149,FALSE,"","2018"
"41","Barton Creek",2018-07-13,"BS Pool Bypass Downstream of Eliza Mouth","Stream","Surface Water","Oxygen","DISSOLVED OXYGEN","","7.24","MG/L","Dissolved","4289-BSP Bypass ds Eliza",4289,NA,"HYDROLAB","U","Escherichia coli Follow Up","(30.2642093847664, -97.7694711295736)",2634880,30.2642093847664,-97.7694711295736,528145,FALSE,"","2018"
"42","Barton Creek",2018-07-13,"Barton Cr. ds BSP, us abandoned WW line","Stream","Surface Water","Oxygen","DISSOLVED OXYGEN","","7.42","MG/L","Dissolved","665-BAR ds BSP us ab. WW line",665,NA,"HYDROLAB","U","Escherichia coli Follow Up","(30.2640394524916, -97.7689127996564)",2634871,30.2640394524916,-97.7689127996564,528141,FALSE,"","2018"
"43","Barton Creek",2018-07-13,"Barton Creek Downstream of Barton Spring Pool","Stream","Surface Water","Oxygen","DISSOLVED OXYGEN","","7.6","MG/L","Dissolved","178-BAR ds BSP",178,NA,"HYDROLAB","U","Escherichia coli Follow Up","(30.2640835814403, -97.768670814505)",2634862,30.2640835814403,-97.768670814505,528137,FALSE,"","2018"
"44","Barton Creek",2018-07-13,"Barton Cr. ds BSP, ds WW line crossing","Stream","Surface Water","Oxygen","DISSOLVED OXYGEN","","7.8","MG/L","Dissolved","667-BAR ds BSP ds WW Line",667,NA,"HYDROLAB","U","Escherichia coli Follow Up","(30.2641075042443, -97.7684950456023)",2634853,30.2641075042443,-97.7684950456023,528133,FALSE,"","2018"
"45","Barton Creek",2018-07-13,"Barton Cr ds BSP, @ shoreline ds WW line crossings","Stream","Surface Water","Oxygen","DISSOLVED OXYGEN","","8.23","MG/L","Dissolved","1521-BAR ds BSP, @ shore ds WW lines",1521,NA,"HYDROLAB","U","Escherichia coli Follow Up","(30.264221888998847, -97.76850074529648)",2634844,30.2642218889988,-97.7685007452965,528128,FALSE,"","2018"
"46","Barton Creek",2018-06-27,"Barton Spring Pool @ Downstream Dam","Stream","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.78","MG/L","Dissolved","860-BSP @ Lower Dam",860,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2640070647195, -97.7693825634433)",2634655,30.2640070647195,-97.7693825634433,528051,FALSE,"","2018"
"47","Barton Creek",2018-06-27,"Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.19","MG/L","Dissolved","35-Barton Spg",35,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2635351223695, -97.7709796798271)",2634637,30.2635351223695,-97.7709796798271,528046,FALSE,"","2018"
"48","Barton Creek",2018-06-27,"Old Mill (Sunken Gardens) Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.81","MG/L","Dissolved","422-Old Mill Spg",422,NA,"Quanta Probe","U","Barton Springs TPDES","(30.26358486, -97.76807574)",2634575,30.26358486,-97.76807574,528023,FALSE,"","2018"
"49","Barton Creek",2018-06-27,"Eliza Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.38","MG/L","Dissolved","428-Eliza Spg",428,NA,"HYDROLAB","U","Barton Springs TPDES","(30.2642461579302, -97.7700605859118)",2634581,30.2642461579302,-97.7700605859118,528025,FALSE,"","2018"
"50","Barton Creek",2018-06-27,"Backdoor Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","7.71","MG/L","Dissolved","160-Backdoor Spg",160,NA,"HYDROLAB","U","Barton Springs TPDES","(30.2594932474744, -97.8237008852486)",2634550,30.2594932474744,-97.8237008852486,528012,FALSE,"","2018"
"51","Barton Creek",2018-05-23,"Upper Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.99","MG/L","Dissolved","183-WQ-Upper Barton Spg",183,NA,"EPA 350.3","U","Barton Spring Austin Blind Salamander Cap-Recap","(30.2635944614644, -97.7737817041223)",2634726,30.2635944614644,-97.7737817041223,527565,FALSE,"","2018"
"52","Barton Creek",2018-05-23,"Old Mill (Sunken Gardens) Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.43","MG/L","Dissolved","422-WQ-Old Mill Spg",422,NA,"EPA 350.3","U","Barton Spring Austin Blind Salamander Cap-Recap","(30.26358486, -97.76807574)",2629563,30.26358486,-97.76807574,527539,FALSE,"","2018"
"53","Barton Creek",2018-05-23,"Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.74","MG/L","Dissolved","35-Barton Spg",35,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2635351223695, -97.7709796798271)",2634119,30.2635351223695,-97.7709796798271,527960,FALSE,"","2018"
"54","Barton Creek",2018-05-23,"Barton Spring Pool @ Downstream Dam","Stream","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.88","MG/L","Dissolved","860-BSP @ Lower Dam",860,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2640070647195, -97.7693825634433)",2634125,30.2640070647195,-97.7693825634433,527962,FALSE,"","2018"
"55","Barton Creek",2018-05-08,"Eliza Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.21","MG/L","Dissolved","428-WQ-Eliza Spg",428,NA,"HYDROLAB","U","Barton Spring Austin Blind Salamander Cap-Recap","(30.2642461579302, -97.7700605859118)",2630754,30.2642461579302,-97.7700605859118,527718,FALSE,"","2018"
"56","Barton Creek",2018-04-25,"Eliza Stream (outflow from Eliza Spring)","Stream","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.22","MG/L","Dissolved","589-WQ-Eliza Stream",589,NA,"HYDROLAB","U","Eliza Stream Monitoring Project","(30.264200170384825, -97.76997227221727)",2630778,30.2642001703848,-97.7699722722173,527684,FALSE,"","2018"
"57","Barton Creek",2018-04-25,"Eliza Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.92","MG/L","Dissolved","428-WQ-Eliza Spg",428,NA,"HYDROLAB","U","Eliza Stream Monitoring Project","(30.2642461579302, -97.7700605859118)",2631088,30.2642461579302,-97.7700605859118,527683,FALSE,"","2018"
"58","Barton Creek",2018-04-18,"Old Mill (Sunken Gardens) Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.46","MG/L","Dissolved","422-Old Mill Spg",422,NA,"HYDROLAB","U","Barton Springs TPDES","(30.26358486, -97.76807574)",2626233,30.26358486,-97.76807574,526470,FALSE,"","2018"
"59","Barton Creek",2018-04-18,"Eliza Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.96","MG/L","Dissolved","428-Eliza Spg",428,NA,"HYDROLAB","U","Barton Springs TPDES","(30.2642461579302, -97.7700605859118)",2626059,30.2642461579302,-97.7700605859118,526472,FALSE,"","2018"
"60","Barton Creek",2018-04-18,"Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.92","MG/L","Dissolved","35-Barton Spg",35,NA,"HYDROLAB","U","Barton Springs TPDES","(30.2635351223695, -97.7709796798271)",2626067,30.2635351223695,-97.7709796798271,526468,FALSE,"","2018"
"61","Barton Creek",2018-03-21,"Barton Spring Pool @ Downstream Dam","Stream","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.73","MG/L","Dissolved","860-BSP @ Lower Dam",860,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2640070647195, -97.7693825634433)",2626178,30.2640070647195,-97.7693825634433,526404,FALSE,"","2018"
"62","Barton Creek",2018-03-21,"Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.71","MG/L","Dissolved","35-Barton Spg",35,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2635351223695, -97.7709796798271)",2625895,30.2635351223695,-97.7709796798271,526273,FALSE,"","2018"
"63","Barton Creek",2018-03-21,"Old Mill (Sunken Gardens) Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","4.83","MG/L","Dissolved","422-Old Mill Spg",422,NA,"Quanta Probe","U","Barton Springs TPDES","(30.26358486, -97.76807574)",2626020,30.26358486,-97.76807574,526396,FALSE,"","2018"
"64","Barton Creek",2018-03-21,"Eliza Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.56","MG/L","Dissolved","428-Eliza Spg",428,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2642461579302, -97.7700605859118)",2626184,30.2642461579302,-97.7700605859118,526420,FALSE,"","2018"
"65","Barton Creek",2018-03-21,"Backdoor Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","8.65","MG/L","Dissolved","160-Backdoor Spg",160,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2594932474744, -97.8237008852486)",2625889,30.2594932474744,-97.8237008852486,526271,FALSE,"","2018"
"66","Barton Creek",2018-02-14,"Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.71","MG/L","Dissolved","35-Barton Spg",35,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2635351223695, -97.7709796798271)",2623257,30.2635351223695,-97.7709796798271,525294,FALSE,"","2018"
"67","Barton Creek",2018-02-14,"Barton Spring Pool @ Downstream Dam","Stream","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.29","MG/L","Dissolved","860-BSP @ Lower Dam",860,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2640070647195, -97.7693825634433)",2623263,30.2640070647195,-97.7693825634433,525296,FALSE,"","2018"
"68","Barton Creek",2018-02-12,"Eliza Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.39","MG/L","Dissolved","428-WQ-Eliza Spg",428,NA,"EPA 350.3","U","Barton Spring Austin Blind Salamander Cap-Recap","(30.2642461579302, -97.7700605859118)",2627760,30.2642461579302,-97.7700605859118,527533,FALSE,"","2018"
"69","Barton Creek",2018-02-09,"Old Mill (Sunken Gardens) Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.6","MG/L","Dissolved","422-WQ-Old Mill Spg",422,NA,"EPA 350.3","U","Barton Spring Austin Blind Salamander Cap-Recap","(30.26358486, -97.76807574)",2627779,30.26358486,-97.76807574,527536,FALSE,"","2018"
"70","Barton Creek",2018-02-09,"Upper Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","7.08","MG/L","Dissolved","183-WQ-Upper Barton Spg",183,NA,"EPA 350.3","U","Barton Spring Austin Blind Salamander Cap-Recap","(30.2635944614644, -97.7737817041223)",2634706,30.2635944614644,-97.7737817041223,527562,FALSE,"","2018"
"71","Barton Creek",2018-02-08,"Eliza Stream (outflow from Eliza Spring)","Stream","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.71","MG/L","Dissolved","589-WQ-Eliza Stream",589,NA,"HYDROLAB","U","Eliza Stream Monitoring Project","(30.264200170384825, -97.76997227221727)",2630772,30.2642001703848,-97.7699722722173,527724,FALSE,"","2018"
"72","Barton Creek",2018-01-10,"Barton Spring","Spring","Ground Water","Oxygen","DISSOLVED OXYGEN","","5.87","MG/L","Dissolved","35-Barton Spg",35,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2635351223695, -97.7709796798271)",2617848,30.2635351223695,-97.7709796798271,524097,FALSE,"","2018"
"73","Barton Creek",2018-01-10,"Barton Spring Pool @ Downstream Dam","Stream","Ground Water","Oxygen","DISSOLVED OXYGEN","","6.47","MG/L","Dissolved","860-BSP @ Lower Dam",860,NA,"Quanta Probe","U","Barton Springs TPDES","(30.2640070647195, -97.7693825634433)",2617854,30.2640070647195,-97.7693825634433,524099,FALSE,"","2018"
"74","Lady Bird Lake",2018-12-18,"Lady Bird Lake @ Basin (AC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","8.57","MG/L","Dissolved","1-LBL @ Basin BOTT",1,6.48,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2471428466364, -97.7163761748406)",2706181,30.2471428466364,-97.7163761748406,560898,FALSE,"","2018"
"75","Lady Bird Lake",2018-12-18,"Lady Bird Lake @ Basin (AC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","8.67","MG/L","Dissolved","1-LBL @ Basin SURF",1,0.3,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2471428466364, -97.7163761748406)",2706107,30.2471428466364,-97.7163761748406,560891,FALSE,"","2018"
"76","Lady Bird Lake",2018-12-18,"Lady Bird Lake @ Basin (AC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","8.59","MG/L","Dissolved","1-LBL @ Basin dp6",1,6,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2471428466364, -97.7163761748406)",2706180,30.2471428466364,-97.7163761748406,560897,FALSE,"","2018"
"77","Lady Bird Lake",2018-12-18,"Lady Bird Lake @ Basin (AC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","8.59","MG/L","Dissolved","1-LBL @ Basin dp5",1,5,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2471428466364, -97.7163761748406)",2706179,30.2471428466364,-97.7163761748406,560896,FALSE,"","2018"
"78","Lady Bird Lake",2018-12-18,"Lady Bird Lake @ Basin (AC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","8.58","MG/L","Dissolved","1-LBL @ Basin dp4",1,4,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2471428466364, -97.7163761748406)",2706178,30.2471428466364,-97.7163761748406,560895,FALSE,"","2018"
"79","Lady Bird Lake",2018-12-18,"Lady Bird Lake @ Basin (AC)","Lake","Surface Water","Oxygen","DISSOLVED OXYGEN","","8.58","MG/L","Dissolved","1-LBL @ Basin dp3",1,3,"HYDROLAB","U","Austin Lakes Index (ALI)","(30.2471428466364, -97.7163761748406)",2706177,30.2471428466364,-97.7163761748406,560894,FALSE,"","2018"
